session_id,user_id,energy_kwh,import_kwh,export_kwh,net_kwh,start_ts,end_ts,batch_day,receipt_hash,merkle_root,batch_root
run_20260521_224941-0133,user-003,7.139,7.139,0.0,7.139,2026-05-23T05:00:40.965436Z,2026-05-23T05:20:40.965436Z,2026-05-23,0xf5ece5535e9d6680fae11602bf8baed7ed84a7b1d7df14c57c24488c25057224,0xec2cde1eda74121314b9e5e678a6eb2d235ca78e17cf0b8c9eb307e3ef51a793,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0134,user-007,4.809,4.809,0.0,4.809,2026-05-23T00:43:45.266450Z,2026-05-23T01:23:45.266450Z,2026-05-23,0x94a68d389ecc8ba7aa21d5ea0a7388319c9494273373e185b4af478f38ec5340,0xb27c6f6b9d33fc7ae370c80174fc15aee6a62ebbe59ad1fa64a7e4e53e2f8e13,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0135,user-002,5.342,5.342,0.0,5.342,2026-05-23T22:00:51.915964Z,2026-05-23T22:30:51.915964Z,2026-05-23,0xbb6133310455cf0b81b5fece493cd9a962b13c88bb4519e0442c5dc2f4745e7a,0x1395fda2427a6743131680f4bde6ecd9ad3a4ba53033f81ac55bfb51bff1fc04,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0136,user-002,22.083,22.083,0.0,22.083,2026-05-23T19:29:09.349903Z,2026-05-23T20:29:09.349903Z,2026-05-23,0xc9cf8640ed782d64a464e0d5e394fca1c38fc31e38a4e0fd316ad03b1e3f9855,0x62f7739519ca2a3935156760685f3f452c6f59a67490f9d4691bdcca67706008,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0137,user-007,3.921,5.675,1.754,3.921,2026-05-23T19:54:55.049211Z,2026-05-23T20:34:55.049211Z,2026-05-23,0x3eb39053cc6d98e7d2a3d865a7ba95df2a938ad9f4b937775ccf87e0759d471c,0x685e8fd88fe3b1ce863481aeecef39256c52abba276f5d95579b6b84d21863b7,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0138,user-005,10.41,10.41,0.0,10.41,2026-05-23T23:49:15.299282Z,2026-05-24T00:49:15.299282Z,2026-05-23,0x371d74b901e96761ce9f33337c973b72495fb2e8b05c18a63fc3a9b0c4d86ade,0x4b86130d9991565c9f65c6694f8cbc68f2f59a87fdf26232718a87486f24ad4d,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0139,user-008,-5.531,0.0,5.531,-5.531,2026-05-23T00:45:25.269414Z,2026-05-23T01:15:25.269414Z,2026-05-23,0x021dcf223708f02439273283696e84ceb4af2768bbae05a00b4b218dbca8fff5,0x5529880554da1424890f41707032ec2e3cee4fcba2c069873292eafe01201581,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0140,user-008,5.361,5.361,0.0,5.361,2026-05-23T01:21:06.967308Z,2026-05-23T01:51:06.967308Z,2026-05-23,0x8dfd9b549436c12ae91c37d70f2e14ea90845f408c3dd2e6293fe55331eec588,0x795e6ab9554ce7677f1a1b14264b661b150f1f21aa8f2ac6e45a891b7cd07a14,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0141,user-007,3.336,3.336,0.0,3.336,2026-05-23T05:02:43.767658Z,2026-05-23T05:22:43.767658Z,2026-05-23,0x1c7718e2d3923c781add6a6d1662ea38543ea7a42b8244ff6dd91d0b330252c8,0x9da9e54b4f10382c9fc599b4e202a7f16c1648a113c6e1637f92d98f3a4db53c,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0142,user-006,28.076,28.076,0.0,28.076,2026-05-23T07:08:38.797598Z,2026-05-23T08:23:38.797598Z,2026-05-23,0xebfef03cf33aceeb1cde71cbf3fc2fb85734101a2256a8514649e8cfbd49598f,0x96d910096f7c293763e5e2e7c5281fb7a3ec274e982f8624333f3238cc64053d,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0143,user-010,7.54,7.54,0.0,7.54,2026-05-23T18:40:42.857994Z,2026-05-23T19:20:42.857994Z,2026-05-23,0x9d33d61025a85bb2126ffaf2011424e7134710c92c285424e951a1775b8ae0de,0x7cb45cf656e6488010b4ec70ab70e3c434f7697f6ba6efdea8524c27102139d3,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0144,user-008,-14.335,0.0,14.335,-14.335,2026-05-23T05:09:39.072214Z,2026-05-23T06:24:39.072214Z,2026-05-23,0x749b04bed50ca49e98cac6452d890b481ab60f7c17f0911575147d808cfe46a5,0x64c5f978bd51764a69052bb29a12d2d9d784bc8fe1ffa77237459073947567a9,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0145,user-003,1.886,6.447,4.561,1.886,2026-05-23T19:30:36.169655Z,2026-05-23T20:30:36.169655Z,2026-05-23,0x1f6fdb8bdecf3a1fc41c7090aaca2586508b777a6d667150accdc5194346851f,0xee85df3da753b5ed53e10b54f07eb725d4752fb5dc5f80ffc4f7a7700868f912,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0146,user-009,-15.284,0.0,15.284,-15.284,2026-05-23T00:48:04.823044Z,2026-05-23T01:28:04.823044Z,2026-05-23,0x3623ccf806b702265d77e19d7b27893c1a3ec0372e062a391cb5747c86a15bb3,0x554e50fefb4748c499add1d8cec8a83281986c04db704437809705732a356b55,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0147,user-002,-2.292,0.0,2.292,-2.292,2026-05-23T18:15:27.316436Z,2026-05-23T18:35:27.316436Z,2026-05-23,0xc4d3ebd0b5585084888e86dd18d00040e6f41324f0dc52090001e9c8b6dfd67c,0x949667ce15b5d75cc659d9ac7b2d6ea511293984eb942ebecb2b79c04b08a4c9,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0148,user-003,5.654,8.14,2.486,5.654,2026-05-23T10:39:55.553448Z,2026-05-23T11:39:55.553448Z,2026-05-23,0xbffa2300057bf371e429995c000d3dee75935faa34b15df5b4c080588f126e10,0x92bc196d5dcf17fb4e8547e44d2cac4541c956444e2b9a237f5735977edce864,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0149,user-004,4.762,4.762,0.0,4.762,2026-05-23T16:58:23.431814Z,2026-05-23T17:38:23.431814Z,2026-05-23,0x1a88fd6fd18f96c5f7526623eb9ddb48a7bd9be4a5cf8a2b1028cf1c794b0474,0xecbaf6c5402c63f273fe96039fcb8baa4fde87e435a359b418220eaa60a85873,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0150,user-008,7.659,7.659,0.0,7.659,2026-05-23T10:52:15.077064Z,2026-05-23T11:52:15.077064Z,2026-05-23,0xdd8a9dee9f6e195452f96a707e85d6d70c32c0b21cbfe54fac994d0bc81ecde1,0x7a46966107dcd7a83bde6f53537abd66ade8aa31a8a03ab5d55c93e51bae5491,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0151,user-007,3.635,3.635,0.0,3.635,2026-05-23T19:59:59.188232Z,2026-05-23T20:29:59.188232Z,2026-05-23,0xa8670cadea86685fab788b88f51712769aabf9ff80072ca1084a2911a6a21f95,0x0b7cb57ab70753ef9563fff451506b2d504d5bdc644b37e8334ca475637b46be,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0152,user-009,2.565,2.565,0.0,2.565,2026-05-23T00:19:53.810685Z,2026-05-23T00:39:53.810685Z,2026-05-23,0x384b2824739949e50c89186a46438ef99f59585839c971f213fbd6b6ae90fdcb,0x61579a076c2f1d03ad7899cc3be1548dce121798588ac5c3d6d689734ed46e4b,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0153,user-003,-11.386,0.0,11.386,-11.386,2026-05-23T06:54:35.485060Z,2026-05-23T07:24:35.485060Z,2026-05-23,0x530b3bb3a40d89b16c58cfc4204b4c3a6f1353834883dfb32477ba499615a677,0xba49d2cf87fd387d4dcfb19fe513e3ad861992c7e950abc8888fda2dfd4690c2,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0154,user-005,7.129,7.129,0.0,7.129,2026-05-23T07:18:37.607601Z,2026-05-23T07:58:37.607601Z,2026-05-23,0xc3c4a6335ee644610b1362090ac6f790e04826c64b7ba99c7950d5bfa0724c45,0x3afb5fde6988e26017b0c641ec25247c7ce21ddca43fe3966f8bd92a15d3e57c,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0155,user-007,-11.063,0.0,11.063,-11.063,2026-05-23T04:11:13.163244Z,2026-05-23T05:11:13.163244Z,2026-05-23,0x0c89b8e6ce8c322e569c406361d9fe66fb182478546d84fa6ee22c3a85f61598,0xb4cdd06839de15366ca36b6714bd501f8889a3adeba40162f7b2f17b6b0110cc,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0156,user-007,-11.517,0.0,11.517,-11.517,2026-05-23T19:07:39.706967Z,2026-05-23T19:37:39.706967Z,2026-05-23,0xa96aafc54c73154c907115fe11d3cddab39de48196512deb1dc5001eca5d2c9f,0x62369c5829d8863ae6ad69d40ea3122562d74150ac05ae8fe28c324f86ab45d5,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0157,user-005,5.541,5.541,0.0,5.541,2026-05-23T06:33:34.605396Z,2026-05-23T07:03:34.605396Z,2026-05-23,0x1fd032a5bfcd1f0e2182bf5673f8031eb937d4777380b9d244e6ecd57841182d,0x296be34034f180360e38aaff82532c5fc71ca405feb7e093d421f7d0a30a8774,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0158,user-002,19.256,21.217,1.961,19.256,2026-05-23T00:16:03.415822Z,2026-05-23T01:16:03.415822Z,2026-05-23,0xe8f3652f51fa10b67a3a1b571220e610dae1bd719155b4be3180fe74372e9b28,0xc10a1a45c01f8e3a409837609829f9f96dc1605a2620973916c4706f3ed29bd5,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0159,user-006,5.667,5.667,0.0,5.667,2026-05-23T06:38:41.872922Z,2026-05-23T07:08:41.872922Z,2026-05-23,0x97ee22bdbe8f55d681061552320e9cff3ebe8a327a4a137cd24241f9da3c93c4,0xd13cba6e6315fe40074a50b67e2d7b602cd6d746b14a6d284aced6452c1bc7ec,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0160,user-003,2.37,2.37,0.0,2.37,2026-05-23T18:02:11.257203Z,2026-05-23T18:22:11.257203Z,2026-05-23,0x81c22da3d2366b1b0804eb58e74fb41115d710519ac116d00a52448b7870285a,0x6b85f941228fbff4cbb0acea4822ca08bd890d40ed507ce0fae92779de7bed42,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0161,user-010,11.284,11.284,0.0,11.284,2026-05-23T11:45:17.250288Z,2026-05-23T12:45:17.250288Z,2026-05-23,0xb5aa728809db845e7677b7ebb4bfbe7f4dc0e313959eed5b43fc1876bfda5c60,0xf6955b6b4fb12017eb4d0fd32374f988328180924538b5a15682a5208917b793,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0162,user-003,2.629,2.629,0.0,2.629,2026-05-23T05:40:40.478966Z,2026-05-23T06:00:40.478966Z,2026-05-23,0xf73ef32b3b48c01689c355fb94d8a7311b222b945c3d9546a9ace1d60d8ad15b,0x38bd3d70ecb0cf68d440ba0e507a3cfa611ae1b9ac43da6241038d5cf19ccf80,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0163,user-009,-22.35,0.0,22.35,-22.35,2026-05-23T05:34:21.695942Z,2026-05-23T06:34:21.695942Z,2026-05-23,0x7c1eeef17c341f704d1efc2ab1c914e1167888f50e339286d892b2d17de16045,0x8a056ff50a4b80e45f5eb0b768b8ebd50e5e592827680a72a7611d69b88a4485,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0164,user-004,1.659,2.508,0.849,1.659,2026-05-23T22:35:36.926436Z,2026-05-23T22:55:36.926436Z,2026-05-23,0xdc35b4a4e71fc4c1f28df35bb0ca4df98cec64750f4654ebdeeb45aa91c3574a,0x55db8c3fb118450c2ea98b08d09c168394e843a71fa2c26232011c402847498c,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0165,user-006,-4.599,0.0,4.599,-4.599,2026-05-23T11:25:52.336660Z,2026-05-23T12:05:52.336660Z,2026-05-23,0x7df64a1b41c088ad3a2c533506628752018c2d6695a37ff5b2999f5fcacbc71d,0x042024f12dc1765c85a68c68cd96b4257de7be50bb04b6af0bc5083a1a85679f,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0166,user-002,8.51,11.654,3.144,8.51,2026-05-23T12:04:32.850044Z,2026-05-23T13:19:32.850044Z,2026-05-23,0x12ce7d0e311f14f76acb5545041864bb65343c3325348b8a0b0472b198cf868a,0x2e9820e1304dfc00f09c4cda9f8f3bc1da8d5f655a985a5c29077c0795bbc91e,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0167,user-007,5.48,5.48,0.0,5.48,2026-05-23T18:35:41.876886Z,2026-05-23T19:05:41.876886Z,2026-05-23,0xa7c22430acb788f6d65ae300bbc57dc11efadd6e44cb28e14ea0688bbd94e7dc,0x0e5de311dab2e1e2c8c119e2a6cd90b1e9b541f4fd08fccc63c8c617af02b342,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0168,user-007,11.172,11.172,0.0,11.172,2026-05-23T22:19:44.755776Z,2026-05-23T23:19:44.755776Z,2026-05-23,0x9583560ff5e3247c1e04eacf122c068882813bab13c234e7cb7224f07d78be56,0xd5fc570a706b963ac8861c311398f6142e62fde14dfe2bcffc6094c10ba7604a,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0169,user-004,3.554,5.292,1.738,3.554,2026-05-23T20:22:11.065045Z,2026-05-23T21:22:11.065045Z,2026-05-23,0xb36ba221692214fa9e1292962c38b52249377357747482c7c61a63431a47f65c,0x3d312b4b317a3894c2f6902c3a57ef94c0f3f374e66f7208dfba15ee79af651e,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0170,user-009,7.666,7.666,0.0,7.666,2026-05-23T14:04:11.892178Z,2026-05-23T14:44:11.892178Z,2026-05-23,0x018baf43c21b0e366f3adc47e0b6f8fc929a09435e0af53ed44c171de6b7ab47,0xea58665b66d45fef6cbb591ea4ce7665e4f4720cb884ba79be235d8f413d3f56,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0171,user-007,7.806,7.806,0.0,7.806,2026-05-23T07:09:57.307614Z,2026-05-23T07:49:57.307614Z,2026-05-23,0xfb37959bb8b36315ff87fec19dc74bd60aa87e243ed49de929eb73d1548438e1,0x1b8e3c4260be8b4e2eb88cacb464c60f0961a195a09594c0d8bb1f129c14a0f7,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0172,user-004,10.922,10.922,0.0,10.922,2026-05-23T13:08:14.364554Z,2026-05-23T14:08:14.364554Z,2026-05-23,0xab3f29f3fb1087b673d619dcafb2c8dd30d10fbc0d04be0bc2b6644fad8339af,0x0666ab7b01c9a87ca3d38ea4f94faf9666f557e6263564306ae2fc1e93f54551,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0173,user-001,22.147,22.147,0.0,22.147,2026-05-23T01:07:58.853170Z,2026-05-23T02:07:58.853170Z,2026-05-23,0x7c1f342174b3761d66513adf00af0700be1c365bb990d0a102f70d35e424f9fa,0x312042e35ad741f8f86c10a17d0ff0dd20cdcb7a77db8df9687aad12832afd39,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0174,user-002,2.411,2.411,0.0,2.411,2026-05-23T23:27:36.464211Z,2026-05-23T23:47:36.464211Z,2026-05-23,0x4a7277c2ab98b37f4215843b8f1e70fc1e31b7abbfb6db68fb15735556df35c8,0xc08b626ca8cbb91fe1e974232d89a8aa0dbfb13d82eb4f6ccd1945719458e90e,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0175,user-001,14.155,14.155,0.0,14.155,2026-05-23T19:57:05.732366Z,2026-05-23T21:12:05.732366Z,2026-05-23,0x4b1cd3db7c4fd4aedf805e9120254b14d58caf2eb35cce89d417ac78061459ec,0xe86960b3e91e24442ffa3c305881c1adde11abda3799c980d7b7d4b81918880c,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0176,user-009,9.187,9.187,0.0,9.187,2026-05-23T18:00:13.633956Z,2026-05-23T19:15:13.633956Z,2026-05-23,0x8382e6a312ec1ba509feeccdab9ab5969bf25e62aee7003e0fd55f6062715904,0xadd81e60b225224102e2557670c2fc5b0c17e59e63ff9ed8498d5afa086faf40,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0177,user-004,2.506,2.506,0.0,2.506,2026-05-23T00:36:28.139946Z,2026-05-23T00:56:28.139946Z,2026-05-23,0xdbf9b1b29918d59263a508143ebd939d64f3486bb43bb6854ef819c26e94919b,0x5d8dc6ae761c08ea0c83728d8a68b6fdd6cd01a1bade4996fb262e82dc080613,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0178,user-007,1.287,2.304,1.017,1.287,2026-05-23T15:28:04.879574Z,2026-05-23T15:58:04.879574Z,2026-05-23,0x314831c1a4167d3f45cbfb994d725f7c36e66e0c499ebbcd3a7453dcf429c8e2,0x0e8a046e4a9d349c5f2612fdcb5d229b26a0318ec270eb37bc716b48b249c5ba,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0179,user-008,3.358,4.264,0.906,3.358,2026-05-23T10:58:20.434429Z,2026-05-23T11:28:20.434429Z,2026-05-23,0xf041b4c522fb2efeab1ebca9c6d5916c50fb7b4f4da8889ec4ab7205962d4e93,0xc7248ebde38498b93b60699df043f3dccbcdde44d49d61ccaa3a7dc15e5b3666,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0180,user-006,11.307,11.307,0.0,11.307,2026-05-23T22:33:14.364810Z,2026-05-23T23:03:14.364810Z,2026-05-23,0x6838703ccd46f9263f343404cd33a012c2d82a0e302aed306d4687062bbe2583,0xbce072282ccd372ed5870b9dbd0c3fb1defd63c56171091bf57ee31b708bc95d,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0181,user-005,10.734,10.734,0.0,10.734,2026-05-23T16:14:27.083142Z,2026-05-23T16:44:27.083142Z,2026-05-23,0x18cdc0119d3a458a87b5f22632845a06768af38c1e4abf5ccb4903a987641aa0,0xf88910f039a507cd095eeda34f35e7a1c50273d59134837eb7768d5cb50b89c6,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0182,user-010,10.876,10.876,0.0,10.876,2026-05-23T04:26:11.153971Z,2026-05-23T05:26:11.153971Z,2026-05-23,0xfa270d2442ce9bc5d91adae72d0b568b1d4b1c4aeeb50ea7744565848d304361,0x3bff55e506e163632c5467e822c9bdb5cd1dbbb5e177592addc822b707fb4c12,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0183,user-003,-2.524,0.0,2.524,-2.524,2026-05-23T16:02:07.047979Z,2026-05-23T16:22:07.047979Z,2026-05-23,0xfe96ec7017af4cc376c1a4e7e4edd93bfffd13efa803b710efa5b05c0749695c,0x5fa2dc18c79a53521335f941863e454f822a5e12e37ff61d0d49b4f610e57554,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0184,user-008,3.567,3.567,0.0,3.567,2026-05-23T23:42:35.418406Z,2026-05-24T00:12:35.418406Z,2026-05-23,0x992ab43ef904345dda17185fe32b9d6c06c36231eb62ca8894a4e928c5b54e7d,0xc232be6c60d96ac3099bc8ea95d5d91f819a17c54b909f03adff36f2bb89fccc,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0185,user-007,7.109,7.109,0.0,7.109,2026-05-23T15:33:13.626973Z,2026-05-23T16:33:13.626973Z,2026-05-23,0x6b81c3519dec76be108d654b15bb334cd0108aa5858339753365ea42b6fc5402,0xd40602f4db5e69687f96038d0c12054a0710db78c018b64c9f2b3f5ffb2e64d8,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0186,user-002,13.236,13.236,0.0,13.236,2026-05-23T15:52:21.069521Z,2026-05-23T17:07:21.069521Z,2026-05-23,0x4f052dc65f8e7976f508f7afd293f9e1d5e48aa74e12345d7ba9d8c5bdc37af3,0x49b74e747bea31731af6202b2eab7fdde76a826b660f34b2cbd04d898260a462,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0187,user-007,12.368,13.438,1.07,12.368,2026-05-23T21:52:48.909756Z,2026-05-23T23:07:48.909756Z,2026-05-23,0xfc9dd753dbbfeeea8ed549b6c58be8ee1b906eef5335d898ae337ce31059b6c8,0xbf3a69cc47e5efde2a5f8b3f744297be31a3e001f73ee4e94418a9c3457cde29,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0188,user-005,10.313,10.313,0.0,10.313,2026-05-23T10:26:29.094804Z,2026-05-23T10:56:29.094804Z,2026-05-23,0x5ccf11060454f905ce8865578c9b991f1ee3160e8eb325912bc73b9bef9a7047,0x5fc7a853f516c2074bd0f79cb3e3b814bb714bc79cf10d729406dbeba3fb9048,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0189,user-009,21.195,21.195,0.0,21.195,2026-05-23T07:29:37.330642Z,2026-05-23T08:29:37.330642Z,2026-05-23,0x1aa16bac0f729ad86e4c79ea94161a39d7843c9599dc443f16c54e2e63f54b07,0xf8a6c239bda9a6574a0fb79c0614f24bf79ed3bc8f6a000b891b515e664df452,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0190,user-003,-7.536,0.0,7.536,-7.536,2026-05-23T22:57:32.802185Z,2026-05-23T23:17:32.802185Z,2026-05-23,0xcac9edf9d1386b7c4fdb5966c9d4836a3065d6f29c8d75b91ca5b6c0fd9bf560,0xf795912b8104b10ef70e9d445081635a1ddc8589f4f9dd7e2e9212bb7ceb2eba,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0191,user-007,13.665,13.665,0.0,13.665,2026-05-23T10:37:50.132777Z,2026-05-23T11:52:50.132777Z,2026-05-23,0xf7953512596b979b21fc6ca505b0d14b167f47e5776162bb2c8863b9ea9af2f5,0x8408b446df1718863dd75eb3b6aab5bf7f5714ac1474fab2f23c3a08450f6ec7,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0192,user-008,2.242,4.633,2.391,2.242,2026-05-23T10:15:17.192081Z,2026-05-23T11:15:17.192081Z,2026-05-23,0x76eacf2d185184a28ad60c54e75eb08afe99194f2c0b45a5c07cf06649d09661,0xc59a381bc3da53a2be586b807a6a2f3730467865f07475541132699d7a1493dc,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0193,user-002,-3.608,0.0,3.608,-3.608,2026-05-23T00:38:36.290072Z,2026-05-23T01:08:36.290072Z,2026-05-23,0x3e4b5181998bbe0566467ee2cda29a9d5e54e9b03a38b69fa3f9c620694ee9bd,0xfc6655f458d1de2c1b6da396b3482f0ca9587176f295fd334d906d09decabdf3,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0194,user-008,4.835,4.835,0.0,4.835,2026-05-23T05:45:19.779292Z,2026-05-23T06:25:19.779292Z,2026-05-23,0x90494037c8de1297d2d4517848b423ee8d5b66b2568951dc3da1ef472430acb9,0x2b8f7a888e9385681ef7ad214c2246239ac9cbcd2cd869c81a5f6d84bab63855,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0195,user-008,3.866,9.259,5.393,3.866,2026-05-23T22:46:11.678062Z,2026-05-23T23:26:11.678062Z,2026-05-23,0x6d653617a397346c72cd27c0b50c6f4dcc8d15cb043380c867f92b23a3769714,0xe10d0797774198ed35d71ea0c247e21c973c0372d7a34cd329ea48adcdaf5040,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0196,user-005,1.651,2.734,1.083,1.651,2026-05-23T06:00:29.757981Z,2026-05-23T06:20:29.757981Z,2026-05-23,0x31e60930d621504c2f6be0a2653541fd8282c7da50bfa71989f8da99c47dd522,0x8259a7033ef3a492b924a1a537cf55179d5aafb5536e8bb2c27e1c20769c87c2,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0197,user-007,3.626,3.626,0.0,3.626,2026-05-23T11:39:52.501403Z,2026-05-23T11:59:52.501403Z,2026-05-23,0x3223d1f63fb6c0eb5a0a8ba01e83e1919db0ae7d980ba34f812449c3285a9dec,0x560a411f7f3ab9c3102dbb7441211ebff5d4187f946743fbfc08d5f1b8740776,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0198,user-005,11.075,11.075,0.0,11.075,2026-05-23T13:48:43.092423Z,2026-05-23T14:48:43.092423Z,2026-05-23,0xfef437aa2b51979b7ca82bfd3d1fb8faab906314dd18d4539290450c477f1b0a,0x9fdc8a2e19abeee900c447c1fb1b1e427839bffa750f234b022637b1320dc5a6,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
