session_id,user_id,evse_id,start_ts,end_ts,tariff_model
run_20260217_222909-0443,user-008,EVSE-027,2026-02-17T07:49:07.379678Z,2026-02-17T08:09:07.379678Z,TOU
run_20260217_222909-0444,user-006,EVSE-003,2026-02-17T21:00:59.629226Z,2026-02-17T21:20:59.629226Z,TOU
run_20260217_222909-0445,user-008,EVSE-005,2026-02-17T21:12:21.566758Z,2026-02-17T21:52:21.566758Z,TOU
run_20260217_222909-0446,user-008,EVSE-045,2026-02-17T01:26:43.315050Z,2026-02-17T02:06:43.315050Z,TOU
run_20260217_222909-0447,user-002,EVSE-028,2026-02-17T06:11:20.261412Z,2026-02-17T06:41:20.261412Z,TOU
run_20260217_222909-0448,user-005,EVSE-009,2026-02-17T05:37:39.810146Z,2026-02-17T06:52:39.810146Z,TOU
run_20260217_222909-0449,user-001,EVSE-032,2026-02-17T04:03:21.002711Z,2026-02-17T05:03:21.002711Z,TOU
run_20260217_222909-0450,user-005,EVSE-025,2026-02-17T10:57:53.346885Z,2026-02-17T12:12:53.346885Z,TOU
run_20260217_222909-0451,user-002,EVSE-004,2026-02-17T10:19:50.908679Z,2026-02-17T11:19:50.908679Z,TOU
run_20260217_222909-0452,user-001,EVSE-004,2026-02-17T20:54:23.687301Z,2026-02-17T21:34:23.687301Z,TOU
run_20260217_222909-0453,user-004,EVSE-028,2026-02-17T18:21:08.651559Z,2026-02-17T19:01:08.651559Z,TOU
run_20260217_222909-0454,user-007,EVSE-020,2026-02-17T17:35:04.128314Z,2026-02-17T18:35:04.128314Z,TOU
run_20260217_222909-0455,user-007,EVSE-015,2026-02-17T19:08:28.054642Z,2026-02-17T19:28:28.054642Z,TOU
run_20260217_222909-0456,user-002,EVSE-033,2026-02-17T06:45:30.128761Z,2026-02-17T08:00:30.128761Z,TOU
run_20260217_222909-0457,user-009,EVSE-048,2026-02-17T19:38:56.086483Z,2026-02-17T19:58:56.086483Z,TOU
run_20260217_222909-0458,user-005,EVSE-018,2026-02-17T01:29:29.123229Z,2026-02-17T02:44:29.123229Z,TOU
run_20260217_222909-0459,user-003,EVSE-043,2026-02-17T17:49:43.010746Z,2026-02-17T19:04:43.010746Z,TOU
run_20260217_222909-0460,user-001,EVSE-016,2026-02-17T00:51:08.812659Z,2026-02-17T01:51:08.812659Z,TOU
run_20260217_222909-0461,user-009,EVSE-018,2026-02-17T01:35:34.377345Z,2026-02-17T02:50:34.377345Z,TOU
run_20260217_222909-0462,user-005,EVSE-031,2026-02-17T03:16:25.445730Z,2026-02-17T03:36:25.445730Z,TOU
run_20260217_222909-0463,user-005,EVSE-048,2026-02-17T02:52:36.942068Z,2026-02-17T03:22:36.942068Z,TOU
run_20260217_222909-0464,user-001,EVSE-016,2026-02-17T07:24:25.035864Z,2026-02-17T07:54:25.035864Z,TOU
run_20260217_222909-0465,user-007,EVSE-006,2026-02-17T23:47:40.368420Z,2026-02-18T00:47:40.368420Z,TOU
run_20260217_222909-0466,user-008,EVSE-004,2026-02-17T12:40:37.713115Z,2026-02-17T13:40:37.713115Z,TOU
run_20260217_222909-0467,user-003,EVSE-050,2026-02-17T08:51:34.492093Z,2026-02-17T09:21:34.492093Z,TOU
run_20260217_222909-0468,user-003,EVSE-037,2026-02-17T03:39:22.618865Z,2026-02-17T04:39:22.618865Z,TOU
run_20260217_222909-0469,user-001,EVSE-050,2026-02-17T01:49:43.092797Z,2026-02-17T03:04:43.092797Z,TOU
run_20260217_222909-0470,user-008,EVSE-013,2026-02-17T04:07:44.956150Z,2026-02-17T05:07:44.956150Z,TOU
run_20260217_222909-0471,user-007,EVSE-038,2026-02-17T04:57:51.150605Z,2026-02-17T05:17:51.150605Z,TOU
run_20260217_222909-0472,user-008,EVSE-023,2026-02-17T21:55:32.178577Z,2026-02-17T22:55:32.178577Z,TOU
run_20260217_222909-0473,user-010,EVSE-024,2026-02-17T06:57:13.500585Z,2026-02-17T07:17:13.500585Z,TOU
run_20260217_222909-0474,user-009,EVSE-028,2026-02-17T22:59:46.800955Z,2026-02-17T23:29:46.800955Z,TOU
run_20260217_222909-0475,user-002,EVSE-040,2026-02-17T16:27:53.505864Z,2026-02-17T16:57:53.505864Z,TOU
run_20260217_222909-0476,user-005,EVSE-046,2026-02-17T11:34:33.559955Z,2026-02-17T12:34:33.559955Z,TOU
run_20260217_222909-0477,user-002,EVSE-018,2026-02-17T00:05:54.569374Z,2026-02-17T01:05:54.569374Z,TOU
run_20260217_222909-0478,user-010,EVSE-032,2026-02-17T18:53:08.972064Z,2026-02-17T19:13:08.972064Z,TOU
run_20260217_222909-0479,user-006,EVSE-002,2026-02-17T23:21:36.868632Z,2026-02-17T23:41:36.868632Z,TOU
run_20260217_222909-0480,user-008,EVSE-037,2026-02-17T13:05:09.603492Z,2026-02-17T13:45:09.603492Z,TOU
run_20260217_222909-0481,user-001,EVSE-026,2026-02-17T04:44:45.392004Z,2026-02-17T05:24:45.392004Z,TOU
run_20260217_222909-0482,user-004,EVSE-013,2026-02-17T20:04:21.924913Z,2026-02-17T21:04:21.924913Z,TOU
run_20260217_222909-0483,user-007,EVSE-028,2026-02-17T12:32:55.611075Z,2026-02-17T13:47:55.611075Z,TOU
run_20260217_222909-0484,user-008,EVSE-003,2026-02-17T16:46:26.022796Z,2026-02-17T17:16:26.022796Z,TOU
run_20260217_222909-0485,user-009,EVSE-006,2026-02-17T13:47:07.471768Z,2026-02-17T14:07:07.471768Z,TOU
run_20260217_222909-0486,user-001,EVSE-012,2026-02-17T21:14:55.973578Z,2026-02-17T22:14:55.973578Z,TOU
run_20260217_222909-0487,user-002,EVSE-024,2026-02-17T06:03:16.666815Z,2026-02-17T07:18:16.666815Z,TOU
run_20260217_222909-0488,user-007,EVSE-013,2026-02-17T04:40:19.040499Z,2026-02-17T05:00:19.040499Z,TOU
run_20260217_222909-0489,user-004,EVSE-010,2026-02-17T12:26:11.474459Z,2026-02-17T12:56:11.474459Z,TOU
run_20260217_222909-0490,user-001,EVSE-037,2026-02-17T21:11:17.957991Z,2026-02-17T21:41:17.957991Z,TOU
run_20260217_222909-0491,user-007,EVSE-048,2026-02-17T22:45:40.323629Z,2026-02-17T23:05:40.323629Z,TOU
run_20260217_222909-0492,user-009,EVSE-032,2026-02-17T00:00:24.121827Z,2026-02-17T00:20:24.121827Z,TOU
run_20260217_222909-0493,user-001,EVSE-023,2026-02-17T11:18:14.118907Z,2026-02-17T12:18:14.118907Z,TOU
run_20260217_222909-0494,user-009,EVSE-042,2026-02-17T18:42:37.717388Z,2026-02-17T19:22:37.717388Z,TOU
run_20260217_222909-0495,user-008,EVSE-032,2026-02-17T04:47:21.162905Z,2026-02-17T05:17:21.162905Z,TOU
run_20260217_222909-0496,user-007,EVSE-015,2026-02-17T01:21:00.074062Z,2026-02-17T02:21:00.074062Z,TOU
run_20260217_222909-0497,user-004,EVSE-004,2026-02-17T12:18:38.038264Z,2026-02-17T12:58:38.038264Z,TOU
run_20260217_222909-0498,user-008,EVSE-036,2026-02-17T04:48:27.533103Z,2026-02-17T05:08:27.533103Z,TOU
run_20260217_222909-0499,user-002,EVSE-033,2026-02-17T19:58:27.199826Z,2026-02-17T20:18:27.199826Z,TOU
run_20260217_222909-0500,user-002,EVSE-019,2026-02-17T20:16:48.848718Z,2026-02-17T20:56:48.848718Z,TOU
