session_id,evse_id,start_ts,end_ts,tariff_model
run_20260217_220238-0473,EVSE-032,2026-02-17T12:55:17.429014Z,2026-02-17T13:55:17.429014Z,TOU
run_20260217_220238-0474,EVSE-019,2026-02-17T05:37:32.302994Z,2026-02-17T06:17:32.302994Z,TOU
run_20260217_220238-0475,EVSE-020,2026-02-17T16:50:51.528757Z,2026-02-17T18:05:51.528757Z,TOU
run_20260217_220238-0476,EVSE-046,2026-02-17T11:01:28.529161Z,2026-02-17T11:31:28.529161Z,TOU
run_20260217_220238-0477,EVSE-030,2026-02-17T19:30:23.035670Z,2026-02-17T20:30:23.035670Z,TOU
run_20260217_220238-0478,EVSE-044,2026-02-17T20:22:19.162694Z,2026-02-17T21:02:19.162694Z,TOU
run_20260217_220238-0479,EVSE-036,2026-02-17T14:14:33.182849Z,2026-02-17T14:34:33.182849Z,TOU
run_20260217_220238-0480,EVSE-043,2026-02-17T13:51:17.547267Z,2026-02-17T14:11:17.547267Z,TOU
run_20260217_220238-0481,EVSE-039,2026-02-17T08:31:13.013844Z,2026-02-17T08:51:13.013844Z,TOU
run_20260217_220238-0482,EVSE-034,2026-02-17T22:27:26.541388Z,2026-02-17T23:27:26.541388Z,TOU
run_20260217_220238-0483,EVSE-016,2026-02-17T02:45:13.595895Z,2026-02-17T03:15:13.595895Z,TOU
run_20260217_220238-0484,EVSE-004,2026-02-17T18:45:04.075520Z,2026-02-17T19:05:04.075520Z,TOU
run_20260217_220238-0485,EVSE-010,2026-02-17T14:59:25.489333Z,2026-02-17T15:19:25.489333Z,TOU
run_20260217_220238-0486,EVSE-017,2026-02-17T06:48:26.005804Z,2026-02-17T07:28:26.005804Z,TOU
run_20260217_220238-0487,EVSE-006,2026-02-17T16:33:39.201454Z,2026-02-17T17:13:39.201454Z,TOU
run_20260217_220238-0488,EVSE-006,2026-02-17T05:49:23.890964Z,2026-02-17T06:29:23.890964Z,TOU
run_20260217_220238-0489,EVSE-030,2026-02-17T01:24:41.195696Z,2026-02-17T02:24:41.195696Z,TOU
run_20260217_220238-0490,EVSE-008,2026-02-17T05:41:45.321531Z,2026-02-17T06:11:45.321531Z,TOU
run_20260217_220238-0491,EVSE-044,2026-02-17T11:35:25.987013Z,2026-02-17T12:05:25.987013Z,TOU
run_20260217_220238-0492,EVSE-036,2026-02-17T16:07:17.050367Z,2026-02-17T16:47:17.050367Z,TOU
run_20260217_220238-0493,EVSE-028,2026-02-17T08:56:39.396310Z,2026-02-17T09:16:39.396310Z,TOU
run_20260217_220238-0494,EVSE-046,2026-02-17T20:24:04.696240Z,2026-02-17T21:04:04.696240Z,TOU
run_20260217_220238-0495,EVSE-012,2026-02-17T01:16:41.078971Z,2026-02-17T01:56:41.078971Z,TOU
run_20260217_220238-0496,EVSE-045,2026-02-17T20:28:50.537577Z,2026-02-17T21:08:50.537577Z,TOU
run_20260217_220238-0497,EVSE-003,2026-02-17T18:53:24.393824Z,2026-02-17T19:53:24.393824Z,TOU
run_20260217_220238-0498,EVSE-028,2026-02-17T11:52:27.571394Z,2026-02-17T12:52:27.571394Z,TOU
run_20260217_220238-0499,EVSE-028,2026-02-17T21:10:44.846347Z,2026-02-17T21:30:44.846347Z,TOU
run_20260217_220238-0500,EVSE-008,2026-02-17T02:56:12.696292Z,2026-02-17T04:11:12.696292Z,TOU
